parentGroupCode,materialCode,parentGroupName,materialName,Alias,DESCRIPTION,UNITS,GST,BASE_PRICE
MG_CS0164,ML_MGCS164_264,HDPE Pipe,"HDPE Pipe PE 100 , PN 16 250mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_010,HDPE Pipe,"HDPE Pipe PE 63 , PN 2.5 220mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_205,HDPE Pipe,"HDPE Pipe PE 100 , PN 10 25mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_267,HDPE Pipe,"HDPE Pipe PE 100 , PN 16 355mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_208,HDPE Pipe,"HDPE Pipe PE 100 , PN 10 50mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_129,HDPE Pipe,"HDPE Pipe PE 80 , PN 6 160mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_135,HDPE Pipe,"HDPE Pipe PE 80 , PN 6 315mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_013,HDPE Pipe,"HDPE Pipe PE 63 , PN 2.5 315mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_130,HDPE Pipe,"HDPE Pipe PE 80 , PN 6 180mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_268,HDPE Pipe,"HDPE Pipe PE 100 , PN 16 400mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_210,HDPE Pipe,"HDPE Pipe PE 100 , PN 10 75mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_131,HDPE Pipe,"HDPE Pipe PE 80 , PN 6 200mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_242,HDPE Pipe,"HDPE Pipe PE 100 , PN 12.5 280mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_211,HDPE Pipe,"HDPE Pipe PE 100 , PN 10 90mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_030,HDPE Pipe,"HDPE Pipe PE 63 , PN 4 250mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_087,HDPE Pipe,"HDPE Pipe PE 63 , PN 12.5 75mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_212,HDPE Pipe,"HDPE Pipe PE 100 , PN 10 110mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_141,HDPE Pipe,"HDPE Pipe PE 80 , PN 10 25mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_091,HDPE Pipe,"HDPE Pipe PE 63 , PN 12.5 140mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_159,HDPE Pipe,"HDPE Pipe PE 80 , PN 10 400mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_214,HDPE Pipe,"HDPE Pipe PE 100 , PN 10 140mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_031,HDPE Pipe,"HDPE Pipe PE 63 , PN 4 280mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_078,HDPE Pipe,"HDPE Pipe PE 63 , PN 10 450mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_032,HDPE Pipe,"HDPE Pipe PE 63 , PN 4 315mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_038,HDPE Pipe,"HDPE Pipe PE 63 , PN 6 32mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_003,HDPE Pipe,"HDPE Pipe PE 63 , PN 2.5 90mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_041,HDPE Pipe,"HDPE Pipe PE 63 , PN 6 63mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_004,HDPE Pipe,"HDPE Pipe PE 63 , PN 2.5 110mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_079,HDPE Pipe,"HDPE Pipe PE 63 , PN 10 500mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_080,HDPE Pipe,"HDPE Pipe PE 63 , PN 12.5 16mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_040,HDPE Pipe,"HDPE Pipe PE 63 , PN 6 50mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_050,HDPE Pipe,"HDPE Pipe PE 63 , PN 6 220mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_043,HDPE Pipe,"HDPE Pipe PE 63 , PN 6 90mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_083,HDPE Pipe,"HDPE Pipe PE 63 , PN 12.5 32mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_084,HDPE Pipe,"HDPE Pipe PE 63 , PN 12.5 60mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_058,HDPE Pipe,"HDPE Pipe PE 63 , PN 10 20mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_095,HDPE Pipe,"HDPE Pipe PE 63 , PN 12.5 220mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_153,HDPE Pipe,"HDPE Pipe PE 80 , PN 10 200mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_007,HDPE Pipe,"HDPE Pipe PE 63 , PN 2.5 160mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_009,HDPE Pipe,"HDPE Pipe PE 63 , PN 2.5 200mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_156,HDPE Pipe,"HDPE Pipe PE 80 , PN 10 280mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_124,HDPE Pipe,"HDPE Pipe PE 80 , PN 6 75mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_011,HDPE Pipe,"HDPE Pipe PE 63 , PN 2.5 250mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_125,HDPE Pipe,"HDPE Pipe PE 80 , PN 6 90mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_157,HDPE Pipe,"HDPE Pipe PE 80 , PN 10 315mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_014,HDPE Pipe,"HDPE Pipe PE 63 , PN 2.5 355mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_066,HDPE Pipe,"HDPE Pipe PE 63 , PN 10 110mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_128,HDPE Pipe,"HDPE Pipe PE 80 , PN 6 140mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_069,HDPE Pipe,"HDPE Pipe PE 63 , PN 10 160mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_071,HDPE Pipe,"HDPE Pipe PE 63 , PN 10 200mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_209,HDPE Pipe,"HDPE Pipe PE 100 , PN 10 63mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_075,HDPE Pipe,"HDPE Pipe PE 63 , PN 10 315mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_174,HDPE Pipe,"HDPE Pipe PE 80 , PN 12.5 180mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_175,HDPE Pipe,"HDPE Pipe PE 80 , PN 12.5 200mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_105,HDPE Pipe,"HDPE Pipe PE 63 , PN 16 50mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_221,HDPE Pipe,"HDPE Pipe PE 100 , PN 10 315mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_108,HDPE Pipe,"HDPE Pipe PE 63 , PN 16 90mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_256,HDPE Pipe,"HDPE Pipe PE 100 , PN 16 90mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_116,HDPE Pipe,"HDPE Pipe PE 63 , PN 16 250mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_263,HDPE Pipe,"HDPE Pipe PE 100 , PN 16 220mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_006,HDPE Pipe,"HDPE Pipe PE 63 , PN 2.5 140mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_132,HDPE Pipe,"HDPE Pipe PE 80 , PN 6 220mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_008,HDPE Pipe,"HDPE Pipe PE 63 , PN 2.5 180mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_133,HDPE Pipe,"HDPE Pipe PE 80 , PN 6 250mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_265,HDPE Pipe,"HDPE Pipe PE 100 , PN 16 280mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_134,HDPE Pipe,"HDPE Pipe PE 80 , PN 6 280mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_266,HDPE Pipe,"HDPE Pipe PE 100 , PN 16 315mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_207,HDPE Pipe,"HDPE Pipe PE 100 , PN 10 60mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_269,HDPE Pipe,"HDPE Pipe PE 100 , PN 16 450mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_224,HDPE Pipe,"HDPE Pipe PE 100 , PN 10 450mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_270,HDPE Pipe,"HDPE Pipe PE 100 , PN 16 500mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_017,HDPE Pipe,"HDPE Pipe PE 63 , PN 2.5 500mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_226,HDPE Pipe,"HDPE Pipe PE 100 , PN 12.5 20mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_023,HDPE Pipe,"HDPE Pipe PE 63 , PN 4 110mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_228,HDPE Pipe,"HDPE Pipe PE 100 , PN 12.5 32mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_024,HDPE Pipe,"HDPE Pipe PE 63 , PN 4 125mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_230,HDPE Pipe,"HDPE Pipe PE 100 , PN 12.5 50mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_025,HDPE Pipe,"HDPE Pipe PE 63 , PN 4 140mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_232,HDPE Pipe,"HDPE Pipe PE 100 , PN 12.5 75mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_026,HDPE Pipe,"HDPE Pipe PE 63 , PN 4 160mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_053,HDPE Pipe,"HDPE Pipe PE 63 , PN 6 315mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_056,HDPE Pipe,"HDPE Pipe PE 63 , PN 6 450mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_102,HDPE Pipe,"HDPE Pipe PE 63 , PN 16 25mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_109,HDPE Pipe,"HDPE Pipe PE 63 , PN 16 110mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_110,HDPE Pipe,"HDPE Pipe PE 63 , PN 16 125mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_111,HDPE Pipe,"HDPE Pipe PE 63 , PN 16 140mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_137,HDPE Pipe,"HDPE Pipe PE 80 , PN 6 400mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_150,HDPE Pipe,"HDPE Pipe PE 80 , PN 10 140mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_167,HDPE Pipe,"HDPE Pipe PE 80 , PN 12.5 63mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_179,HDPE Pipe,"HDPE Pipe PE 80 , PN 12.5 315mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_180,HDPE Pipe,"HDPE Pipe PE 80 , PN 12.5 355mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_184,HDPE Pipe,"HDPE Pipe PE 80 , PN 16 16mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_185,HDPE Pipe,"HDPE Pipe PE 80 , PN 16 20mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_186,HDPE Pipe,"HDPE Pipe PE 80 , PN 16 25mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_187,HDPE Pipe,"HDPE Pipe PE 80 , PN 16 32mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_192,HDPE Pipe,"HDPE Pipe PE 80 , PN 16 90mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_088,HDPE Pipe,"HDPE Pipe PE 63 , PN 12.5 90mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_154,HDPE Pipe,"HDPE Pipe PE 80 , PN 10 220mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_155,HDPE Pipe,"HDPE Pipe PE 80 , PN 10 250mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_168,HDPE Pipe,"HDPE Pipe PE 80 , PN 12.5 75mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_051,HDPE Pipe,"HDPE Pipe PE 63 , PN 6 250mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_169,HDPE Pipe,"HDPE Pipe PE 80 , PN 12.5 90mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_042,HDPE Pipe,"HDPE Pipe PE 63 , PN 6 75mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_170,HDPE Pipe,"HDPE Pipe PE 80 , PN 12.5 110mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0164,ML_MGCS164_044,HDPE Pipe,"HDPE Pipe PE 63 , PN 6 110mm dia",Alias,DESCRIPTION,BAGS,18,0
MG_CS0166,ML_MGCS166_001,Fire proof Cement,Fire proof cement (medium density),Alias,DESCRIPTION,BAGS,18,0
MG_CS0166,ML_MGCS166_002,Fire proof Cement,Fire proof cement (high density),Alias,DESCRIPTION,BAGS,18,0
MG_CS0166,ML_MGCS166_003,Fire proof Cement,Fire proof cement (commercial  density),Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_008,PVC Pipe,"PVC 200mm Dia Pipe, PN4",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_009,PVC Pipe,"PVC 250mm Dia Pipe, PN4",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_021,PVC Pipe,"PVC 250mm Dia Pipe, PN 10",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_003,PVC Pipe,"PVC 32mm Dia Pipe, PN 4",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_004,PVC Pipe,"PVC 40mm Dia Pipe, PN 4",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_007,PVC Pipe,"PVC 150mm Dia Pipe, PN4",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_022,PVC Pipe,"PVC 300mm Dia Pipe, PN 10",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_026,PVC Pipe,"PVC 200mm Dia Pipe, PN 16",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_002,PVC Pipe,"PVC 25mm Dia Pipe, PN 4",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_005,PVC Pipe,"PVC 50mm Dia Pipe, PN 4",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_020,PVC Pipe,"PVC 200mm Dia Pipe, PN 10",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_023,PVC Pipe,"PVC 375mm Dia Pipe, PN 10",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_024,PVC Pipe,"PVC 100mm Dia Pipe, PN 16",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_025,PVC Pipe,"PVC 150mm Dia Pipe, PN 16",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_027,PVC Pipe,"PVC 250mm Dia Pipe, PN 16",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_028,PVC Pipe,"PVC 300mm Dia Pipe, PN 16",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_006,PVC Pipe,"PVC 100mm Dia Pipe, PN 4",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_011,PVC Pipe,"PVC 375mm Dia Pipe, PN4",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_012,PVC Pipe,"PVC 100mm Dia Pipe, PN 6",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_015,PVC Pipe,"PVC 250mm Dia Pipe, PN 6",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_010,PVC Pipe,"PVC 300mm Dia Pipe, PN4",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_013,PVC Pipe,"PVC 150mm Dia Pipe, PN 6",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_014,PVC Pipe,"PVC 200mm Dia Pipe, PN 6",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_016,PVC Pipe,"PVC 300mm Dia Pipe, PN 6",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_017,PVC Pipe,"PVC 375mm Dia Pipe, PN 6",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_018,PVC Pipe,"PVC 100mm Dia Pipe, PN 10",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_019,PVC Pipe,"PVC 150mm Dia Pipe, PN 10",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_001,PVC Pipe,"PVC 20mm Dia Pipe, PN 4",Alias,DESCRIPTION,BAGS,18,0
MG_CS0167,ML_MGCS167_029,PVC Pipe,"PVC 375mm Dia Pipe, PN 16",Alias,DESCRIPTION,BAGS,18,0
MG_CS0169,ML_MGCS169_001,Corrugated  Aluminium Pipe,Corrugated aluminium pipe -100mm dia,Alias,DESCRIPTION,BAGS,18,0
MG_CS0169,ML_MGCS169_003,Corrugated  Aluminium Pipe,Corrugated aluminium pipe -200mm dia,Alias,DESCRIPTION,BAGS,18,0
MG_CS0169,ML_MGCS169_006,Corrugated  Aluminium Pipe,Corrugated aluminium pipe -350mm dia,Alias,DESCRIPTION,BAGS,18,0
MG_CS0169,ML_MGCS169_004,Corrugated  Aluminium Pipe,Corrugated aluminium pipe -250mm dia,Alias,DESCRIPTION,BAGS,18,0
MG_CS0169,ML_MGCS169_005,Corrugated  Aluminium Pipe,Corrugated aluminium pipe -300mm dia,Alias,DESCRIPTION,BAGS,18,0
MG_CS0169,ML_MGCS169_002,Corrugated  Aluminium Pipe,Corrugated aluminium pipe -150mm dia,Alias,DESCRIPTION,BAGS,18,0
MG_CS0170,ML_MGCS170_004,Aluminium Composite panels,Aluminium composite panel -5 mm thick,Alias,DESCRIPTION,BAGS,18,0
MG_CS0170,ML_MGCS170_005,Aluminium Composite panels,Aluminium composite panel -6 mm thick,Alias,DESCRIPTION,BAGS,18,0
MG_CS0170,ML_MGCS170_003,Aluminium Composite panels,Aluminium composite panel -4 mm thick,Alias,DESCRIPTION,BAGS,18,0
MG_CS0170,ML_MGCS170_002,Aluminium Composite panels,Aluminium composite panel -3.5 mm thick,Alias,DESCRIPTION,BAGS,18,0
MG_CS0170,ML_MGCS170_001,Aluminium Composite panels,Aluminium composite panel -3 mm thick,Alias,DESCRIPTION,BAGS,18,0
MG_CS0171,ML_MGCS171_001,Compact laminate,Compact laminated board- 13mm thick,Alias,DESCRIPTION,BAGS,18,0
MG_CS0171,ML_MGCS171_002,Compact laminate,Compact laminated board- 18mm thick,Alias,DESCRIPTION,BAGS,18,0
MG_CS0172,ML_MGCS172_005,Fire proof Cement,Vermiculite more than 12 mm aggregates,Alias,DESCRIPTION,BAGS,18,0
MG_CS0172,ML_MGCS172_002,Fire proof Cement,Vermiculite 1 - 3 mm aggregates,Alias,DESCRIPTION,BAGS,18,0
MG_CS0172,ML_MGCS172_003,Fire proof Cement,Vermiculite 3 - 6 mm aggregates,Alias,DESCRIPTION,BAGS,18,0
MG_CS0172,ML_MGCS172_004,Fire proof Cement,Vermiculite 6 - 12 mm aggregates,Alias,DESCRIPTION,BAGS,18,0
MG_CS0172,ML_MGCS172_001,Fire proof Cement,Vermiculite  Below 1mm. and fines powder,Alias,DESCRIPTION,BAGS,18,0
MG_CS0174,ML_MGCS174_001,Sealant,Silicon Sealant,Alias,DESCRIPTION,BAGS,18,0
MG_CS0174,ML_MGCS174_002,Sealant,Polysulphide sealant,Alias,DESCRIPTION,BAGS,18,0
MG_CS0174,ML_MGCS174_003,Sealant,Weather sealant DC789,Alias,DESCRIPTION,BAGS,18,0
MG_CS0181,ML_MGCS181_002,Hot Rolled Steel Sections,Hot Rolled Steel Section Grade \nFe 205,Alias,DESCRIPTION,BAGS,18,0
MG_CS0181,ML_MGCS181_004,Hot Rolled Steel Sections,Hot Rolled Steel Section Grade \nFe 325,Alias,DESCRIPTION,BAGS,18,0
MG_CS0181,ML_MGCS181_008,Hot Rolled Steel Sections,Hot Rolled Steel Section Grade \nFe 560,Alias,DESCRIPTION,BAGS,18,0
MG_CS0181,ML_MGCS181_006,Hot Rolled Steel Sections,Hot Rolled Steel Section Grade \nFe 420,Alias,DESCRIPTION,BAGS,18,0
MG_CS0181,ML_MGCS181_001,Hot Rolled Steel Sections,Hot Rolled Steel Section Grade \nFe 165,Alias,DESCRIPTION,BAGS,18,0
MG_CS0181,ML_MGCS181_005,Hot Rolled Steel Sections,Hot Rolled Steel Section Grade \nFe 355,Alias,DESCRIPTION,BAGS,18,0
MG_CS0181,ML_MGCS181_003,Hot Rolled Steel Sections,Hot Rolled Steel Section Grade \nFe 245,Alias,DESCRIPTION,BAGS,18,0
MG_CS0181,ML_MGCS181_007,Hot Rolled Steel Sections,Hot Rolled Steel Section Grade \nFe 490,Alias,DESCRIPTION,BAGS,18,0
MG_CS0182,ML_MGCS182_001,Cold Formed Steel Section,Cold Formed Steel Section Grade \nFe 235,Alias,DESCRIPTION,BAGS,18,0
MG_CS0182,ML_MGCS182_003,Cold Formed Steel Section,Cold Formed Steel Section Grade \nFe 355,Alias,DESCRIPTION,BAGS,18,0
MG_CS0182,ML_MGCS182_002,Cold Formed Steel Section,Cold Formed Steel Section Grade \nFe 275,Alias,DESCRIPTION,BAGS,18,0
MG_CS0184,ML_MGCS184_001,Pre Engineered Pre Fabricated Steel Sections,Pre Engineered Pre Fabricated Steel Sections Grade FE 450,Alias,DESCRIPTION,BAGS,18,0
MG_CS0184,ML_MGCS184_002,Pre Engineered Pre Fabricated Steel Sections,Pre Engineered Pre Fabricated Steel Sections Grade FE 500,Alias,DESCRIPTION,BAGS,18,0
MG_CS0187,ML_MGCS187_003,Injection Grouting,Ligno Sulphate injection grout,Alias,DESCRIPTION,BAGS,18,0
MG_CS0187,ML_MGCS187_004,Injection Grouting,Fibre reinforced injection grout,Alias,DESCRIPTION,BAGS,18,0
MG_CS0187,ML_MGCS187_005,Injection Grouting,Cement-Sand grout,Alias,DESCRIPTION,BAGS,18,0
MG_CS0187,ML_MGCS187_006,Injection Grouting,Gas Forming Grout,Alias,DESCRIPTION,BAGS,18,0
MG_CS0187,ML_MGCS187_001,Injection Grouting,Epoxy based Injection Grout,Alias,DESCRIPTION,BAGS,18,0
MG_CS0187,ML_MGCS187_007,Injection Grouting,Sulfo-aluminate grout,Alias,DESCRIPTION,BAGS,18,0
MG_CS0187,ML_MGCS187_002,Injection Grouting,Acrylic polymer based grout,Alias,DESCRIPTION,BAGS,18,0
MG_CS1066,ML_MGCS1066_002,Joint filler Material,Bitumen Board - 20% Bitumen,Alias,DESCRIPTION,BAGS,18,0
MG_CS1066,ML_MGCS1066_003,Joint filler Material,Bitumen Board - 35% Bitumen,Alias,DESCRIPTION,BAGS,18,0
MG_CS1066,ML_MGCS1066_001,Joint filler Material,Bitumen Board - 10% Bitumen,Alias,DESCRIPTION,BAGS,18,0
MG_CS1100,ML_MGCS100_003,Dry Placed Stone,Red sand stone,Alias,DESCRIPTION,BAGS,18,0
MG_CS1100,ML_MGCS100_005,Dry Placed Stone,Red sand stone _rounded,Alias,DESCRIPTION,BAGS,18,0
MG_CS1100,ML_MGCS100_012,Dry Placed Stone,White sand stone_slab,Alias,DESCRIPTION,BAGS,18,0
MG_CS1100,ML_MGCS100_007,Dry Placed Stone,Limestone_Angular flat,Alias,DESCRIPTION,BAGS,18,0
MG_CS1100,ML_MGCS100_011,Dry Placed Stone,Red sand stone _slab,Alias,DESCRIPTION,BAGS,18,0
MG_CS1100,ML_MGCS100_009,Dry Placed Stone,marble_Angular flat,Alias,DESCRIPTION,BAGS,18,0
MG_CS1100,ML_MGCS100_010,Dry Placed Stone,Slate_Angular flat,Alias,DESCRIPTION,BAGS,18,0
MG_CS1100,ML_MGCS100_001,Dry Placed Stone,Stone,Alias,DESCRIPTION,BAGS,18,0
MG_CS1100,ML_MGCS100_004,Dry Placed Stone,White sand stone,Alias,DESCRIPTION,BAGS,18,0
MG_CS1100,ML_MGCS100_008,Dry Placed Stone,Granite_Angular flat,Alias,DESCRIPTION,BAGS,18,0
