parentGroupCode,materialCode,parentGroupName,materialName,Alias,DESCRIPTION,UNITS,GST,BASE_PRICE
MG_CS1100,ML_MGCS100_006,Dry Placed Stone,White sand stone_rounded,Alias,DESCRIPTION,BAGS,18,0
MG_CS1104,ML_MGCS1104_002,Pavers,Roof Ballast Pavers - M 25; 50 mm thick,Alias,DESCRIPTION,BAGS,18,0
MG_CS1104,ML_MGCS1104_003,Pavers,Roof Ballast Pavers - M 25; 60 mm thick,Alias,DESCRIPTION,BAGS,18,0
MG_CS1104,ML_MGCS1104_004,Pavers,Roof Ballast Pavers - M 25; 70 mm thick,Alias,DESCRIPTION,BAGS,18,0
MG_CS1104,ML_MGCS1104_001,Pavers,Roof Ballast Pavers - M 25; 40 mm thick,Alias,DESCRIPTION,BAGS,18,0
MG_CS1121,ML_MGCS21_003,Structural Glass,16mm thick tempered Glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1121,ML_MGCS21_004,Structural Glass,19mm thick tempered Glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1121,ML_MGCS21_012,Structural Glass,10mm thick tempered glass_Metallic colour coating,Alias,DESCRIPTION,BAGS,18,0
MG_CS1121,ML_MGCS21_013,Structural Glass,10mm thick tempered glass_Sandblasting,Alias,DESCRIPTION,BAGS,18,0
MG_CS1121,ML_MGCS21_017,Structural Glass,Toughened Glass - 8mm thk,Alias,DESCRIPTION,BAGS,18,0
MG_CS1121,ML_MGCS21_002,Structural Glass,12mm thick tempered Glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1121,ML_MGCS21_011,Structural Glass,10mm thick tempered glass_Opaque colour coating,Alias,DESCRIPTION,BAGS,18,0
MG_CS1121,ML_MGCS21_018,Structural Glass,Toughened Glass - 12mm thk,Alias,DESCRIPTION,BAGS,18,0
MG_CS1121,ML_MGCS21_001,Structural Glass,10mm thick tempered Glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1121,ML_MGCS21_016,Structural Glass,Toughened Glass - 6mm thk,Alias,DESCRIPTION,BAGS,18,0
MG_CS1121,ML_MGCS21_010,Structural Glass,10mm thick tempered glass_Opaque enameled frit,Alias,DESCRIPTION,BAGS,18,0
MG_CS1123,ML_MGCS1123_001,Stud Framing,"Painted MS - Studs,Tracks, U-Channels, Furring- Channels, L-Headers",Alias,DESCRIPTION,BAGS,18,0
MG_CS1123,ML_MGCS1123_002,Stud Framing,"Epoxy Coated steel - Studs,Tracks, U-Channels, Furring- Channels, L-Headers",Alias,DESCRIPTION,BAGS,18,0
MG_CS1123,ML_MGCS1123_004,Stud Framing,"Hot-dip Galvanized Steel - Studs,Tracks, U-Channels, Furring- Channels, L-Headers",Alias,DESCRIPTION,BAGS,18,0
MG_CS1123,ML_MGCS1123_003,Stud Framing,"Pre-galvanized Steel - Studs,Tracks, U-Channels, Furring- Channels, L-Headers",Alias,DESCRIPTION,BAGS,18,0
MG_CS1140,ML_MGCS155_002,Ready Mix Concrete-Precast,R M C M-25,Alias,DESCRIPTION,BAGS,18,0
MG_CS1140,ML_MGCS155_006,Ready Mix Concrete-Precast,R M C M-45,Alias,DESCRIPTION,BAGS,18,0
MG_CS1140,ML_MGCS155_008,Ready Mix Concrete-Precast,R M C M-55,Alias,DESCRIPTION,BAGS,18,0
MG_CS1140,ML_MGCS155_003,Ready Mix Concrete-Precast,R M C M-30,Alias,DESCRIPTION,BAGS,18,0
MG_CS1140,ML_MGCS155_001,Ready Mix Concrete-Precast,R M C M-20,Alias,DESCRIPTION,BAGS,18,0
MG_CS1140,ML_MGCS155_004,Ready Mix Concrete-Precast,R M C M-35,Alias,DESCRIPTION,BAGS,18,0
MG_CS1140,ML_MGCS155_005,Ready Mix Concrete-Precast,R M C M-40,Alias,DESCRIPTION,BAGS,18,0
MG_CS1140,ML_MGCS155_007,Ready Mix Concrete-Precast,R M C M-50,Alias,DESCRIPTION,BAGS,18,0
MG_CS1141,ML_MGCS6_002,Bricks,Flyash Bricks,Alias,DESCRIPTION,BAGS,18,0
MG_CS1141,ML_MGCS6_001,Bricks,Clay Bricks,Alias,DESCRIPTION,BAGS,18,0
MG_CS1142,ML_MGCS1142_003,Clay Roof tile,Mangalore Roof Tile - Single Groove 9x6 inch,Alias,DESCRIPTION,BAGS,18,0
MG_CS1142,ML_MGCS1142_001,Clay Roof tile,Mangalore Roof Tile - Single Groove 16x10 inch,Alias,DESCRIPTION,BAGS,18,0
MG_CS1142,ML_MGCS1142_004,Clay Roof tile,Mangalore Roof Tile - Single Groove 8x5 inch,Alias,DESCRIPTION,BAGS,18,0
MG_CS1142,ML_MGCS1142_006,Clay Roof tile,Mangalore Roof Tile - Double Groove 11x7 inch,Alias,DESCRIPTION,BAGS,18,0
MG_CS1142,ML_MGCS1142_007,Clay Roof tile,Mangalore Roof Tile - Double Groove 9x6 inch,Alias,DESCRIPTION,BAGS,18,0
MG_CS1142,ML_MGCS1142_008,Clay Roof tile,Mangalore Roof Tile - Double Groove 8x5 inch,Alias,DESCRIPTION,BAGS,18,0
MG_CS1142,ML_MGCS1142_005,Clay Roof tile,Mangalore Roof Tile - Double Groove 16x10 inch,Alias,DESCRIPTION,BAGS,18,0
MG_CS1142,ML_MGCS1142_002,Clay Roof tile,Mangalore Roof Tile - Single Groove 11x7 inch,Alias,DESCRIPTION,BAGS,18,0
MG_CS1142,ML_MGCS1142_009,Clay Roof tile,Patterened Roof Tiles,Alias,DESCRIPTION,BAGS,18,0
MG_CS1143,ML_MGCS1143_001,Cement Roof Panels,Cement Roof Tile 6mm thick,Alias,DESCRIPTION,BAGS,18,0
MG_CS1143,ML_MGCS1143_004,Cement Roof Panels,Cement Roof Tile 15mm thick,Alias,DESCRIPTION,BAGS,18,0
MG_CS1143,ML_MGCS1143_002,Cement Roof Panels,Cement Roof Tile 9mm thick,Alias,DESCRIPTION,BAGS,18,0
MG_CS1143,ML_MGCS1143_003,Cement Roof Panels,Cement Roof Tile 12mm thick,Alias,DESCRIPTION,BAGS,18,0
MG_CS1157,ML_MGCS1157_005,Soil nail bars,TMT bar of 25mm dia_1.5m long,Alias,DESCRIPTION,BAGS,18,0
MG_CS1157,ML_MGCS1157_006,Soil nail bars,TMT bar of 32mm dia_1.5m long,Alias,DESCRIPTION,BAGS,18,0
MG_CS1157,ML_MGCS1157_007,Soil nail bars,Proprietory Anchor bars,Alias,DESCRIPTION,BAGS,18,0
MG_CS1157,ML_MGCS1157_003,Soil nail bars,TMT bar of 20mm dia_1.5m long,Alias,DESCRIPTION,BAGS,18,0
MG_CS1157,ML_MGCS1157_001,Soil nail bars,TMT bar of 16mm dia_1.5m long,Alias,DESCRIPTION,BAGS,18,0
MG_CS1157,ML_MGCS1157_002,Soil nail bars,TMT bar of 18mm dia_1.5m long,Alias,DESCRIPTION,BAGS,18,0
MG_CS1157,ML_MGCS1157_004,Soil nail bars,TMT bar of 22mm dia_1.5m long,Alias,DESCRIPTION,BAGS,18,0
MG_CS1158,ML_MGCS1158_001,Formwork,Table system formwork,Alias,DESCRIPTION,BAGS,18,0
MG_CS1160,ML_MGCS1160_001,Security Glass,4mm thick_Toughened glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1160,ML_MGCS1160_002,Security Glass,5mm thick_Toughened glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1160,ML_MGCS1160_003,Security Glass,6mm thick_Toughened glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1160,ML_MGCS1160_004,Security Glass,8mm thick_Toughened glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1160,ML_MGCS1160_005,Security Glass,10mm thick_Touhened glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1160,ML_MGCS1160_008,Security Glass,8.38mm thick_Laminated glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1160,ML_MGCS1160_009,Security Glass,10.38mm thick_Laminated glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1160,ML_MGCS1160_006,Security Glass,12mm thick_Toughened glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1160,ML_MGCS1160_007,Security Glass,6.38mm thick_Laminated glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1160,ML_MGCS1160_010,Security Glass,12.76mm thick_Laminated glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1160,ML_MGCS1160_011,Security Glass,6mm thick_Wire mesh glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1160,ML_MGCS1160_012,Security Glass,6.5mm thick_Wire mesh glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1160,ML_MGCS1160_013,Security Glass,7mm thick_Wire mesh glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1161,ML_MGCS1161_009,Fire-Resistant glass,37mm thick_Fire resistant glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1161,ML_MGCS1161_003,Fire-Resistant glass,8mm thick_Fire resistant glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1161,ML_MGCS1161_004,Fire-Resistant glass,10mm thick_Fire resistant glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1161,ML_MGCS1161_008,Fire-Resistant glass,23mm thick_Fire resistant glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1161,ML_MGCS1161_005,Fire-Resistant glass,12mm thick_Fire resistant glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1161,ML_MGCS1161_006,Fire-Resistant glass,14mm thick_Fire resistant glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1161,ML_MGCS1161_007,Fire-Resistant glass,19mm thick_Fire resistant glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1161,ML_MGCS1161_001,Fire-Resistant glass,5mm thick_Fire resistant glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1161,ML_MGCS1161_002,Fire-Resistant glass,6mm thick_Fire resistant glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1162,ML_MGCS1162_002,Radiation-Resistant Glass,15mm thick_Leaded glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1162,ML_MGCS1162_003,Radiation-Resistant Glass,19mm thick_Leaded glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1162,ML_MGCS1162_001,Radiation-Resistant Glass,12.5mm thick_Leaded glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1163,ML_MGCS1163_004,Ballistic-Resistant glass,52.9mm thick_Ballistic resistant glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1163,ML_MGCS1163_003,Ballistic-Resistant glass,51.28mm thick_Ballistic resistant glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1163,ML_MGCS1163_005,Ballistic-Resistant glass,78.8mm thick_Ballistic resistant glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1163,ML_MGCS1163_002,Ballistic-Resistant glass,38.9mm thick_Ballistic resistant glass,Alias,DESCRIPTION,BAGS,18,0
MG_CS1163,ML_MGCS1163_001,Ballistic-Resistant glass,28.14mm thick_Ballistic resistant glass,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG034,Flanges,"350mm dia MS flange as per IS 9523, PN 1.6",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG059,Flanges,200mm dia MS flange as per Table E of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG072,Flanges,150mm dia MS flange as per Table F of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG091,Flanges,400mm dia MS flange as per Table H of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG001,Flanges,50mm dia MS flange as per IS 1538 & IS 14846,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG017,Flanges,"125mm dia MS flange as per IS 9523, PN 1.0",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG051,Flanges,500mm dia MS flange as per Table D of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG054,Flanges,65mm dia MS flange as per Table E of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG056,Flanges,100mm dia MS flange as per Table E of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG002,Flanges,65mm dia MS flange as per IS 1538 & IS 14846,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG004,Flanges,100mm dia MS flange as per IS 1538 & IS 14846,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG006,Flanges,150mm dia MS flange as per IS 1538 & IS 14846,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG013,Flanges,500mm dia MS flange as per IS 1538 & IS 14846,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG015,Flanges,"80mm dia MS flange as per IS 9523, PN 1.0",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG018,Flanges,"150mm dia MS flange as per IS 9523, PN 1.0",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG019,Flanges,"200mm dia MS flange as per IS 9523, PN 1.0",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG021,Flanges,"300mm dia MS flange as per IS 9523, PN 1.0",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG022,Flanges,"350mm dia MS flange as per IS 9523, PN 1.0",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG024,Flanges,"450mm dia MS flange as per IS 9523, PN 1.0",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG026,Flanges,"600mm dia MS flange as per IS 9523, PN 1.0",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG028,Flanges,"100mm dia MS flange as per IS 9523, PN 1.6",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG030,Flanges,"150mm dia MS flange as per IS 9523, PN 1.6",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG032,Flanges,"250mm dia MS flange as per IS 9523, PN 1.6",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG046,Flanges,250mm dia MS flange as per Table D of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG031,Flanges,"200mm dia MS flange as per IS 9523, PN 1.6",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG066,Flanges,600mm dia MS flange as per Table E of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG008,Flanges,250mm dia MS flange as per IS 1538 & IS 14846,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG068,Flanges,65mm dia MS flange as per Table F of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG074,Flanges,250mm dia MS flange as per Table F of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG077,Flanges,400mm dia MS flange as per Table F of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG012,Flanges,450mm dia MS flange as per IS 1538 & IS 14846,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG020,Flanges,"250mm dia MS flange as per IS 9523, PN 1.0",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG079,Flanges,500mm dia MS flange as per Table F of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG081,Flanges,50mm dia MS flange as per Table H of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG023,Flanges,"400mm dia MS flange as per IS 9523, PN 1.0",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG083,Flanges,80mm dia MS flange as per Table H of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG087,Flanges,200mm dia MS flange as per Table H of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG089,Flanges,300mm dia MS flange as per Table H of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG025,Flanges,"500mm dia MS flange as per IS 9523, PN 1.0",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG092,Flanges,450mm dia MS flange as per Table H of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG094,Flanges,600mm dia MS flange as per Table H of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG098,Flanges,100mm dia MS flange as per ANSI B16.5 CL150,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG029,Flanges,"125mm dia MS flange as per IS 9523, PN 1.6",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG099,Flanges,125mm dia MS flange as per ANSI B16.5 CL150,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG101,Flanges,200mm dia MS flange as per ANSI B16.5 CL150,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG104,Flanges,350mm dia MS flange as per ANSI B16.5 CL150,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG106,Flanges,450mm dia MS flange as per ANSI B16.5 CL150,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG036,Flanges,"450mm dia MS flange as per IS 9523, PN 1.6",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG038,Flanges,"600mm dia MS flange as per IS 9523, PN 1.6",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG108,Flanges,600mm dia MS flange as per ANSI B16.5 CL150,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG047,Flanges,300mm dia MS flange as per Table D of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG062,Flanges,350mm dia MS flange as per Table E of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG049,Flanges,400mm dia MS flange as per Table D of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG065,Flanges,500mm dia MS flange as per Table E of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG050,Flanges,450mm dia MS flange as per Table D of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG073,Flanges,200mm dia MS flange as per Table F of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG076,Flanges,350mm dia MS flange as per Table F of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG060,Flanges,250mm dia MS flange as per Table E of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG063,Flanges,400mm dia MS flange as per Table E of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG078,Flanges,450mm dia MS flange as per Table F of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG080,Flanges,600mm dia MS flange as per Table F of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG069,Flanges,80mm dia MS flange as per Table F of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG071,Flanges,125mm dia MS flange as per Table F of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG102,Flanges,250mm dia MS flange as per ANSI B16.5 CL150,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG085,Flanges,125mm dia MS flange as per Table H of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG093,Flanges,500mm dia MS flange as per Table H of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG009,Flanges,300mm dia MS flange as per IS 1538 & IS 14846,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG027,Flanges,"80mm dia MS flange as per IS 9523, PN 1.6",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG037,Flanges,"500mm dia MS flange as per IS 9523, PN 1.6",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG039,Flanges,50mm dia MS flange as per Table D of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG041,Flanges,80mm dia MS flange as per Table D of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG057,Flanges,125mm dia MS flange as per Table E of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG048,Flanges,350mm dia MS flange as per Table D of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG070,Flanges,100mm dia MS flange as per Table F of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG033,Flanges,"300mm dia MS flange as per IS 9523, PN 1.6",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG055,Flanges,80mm dia MS flange as per Table E of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG067,Flanges,50mm dia MS flange as per Table F of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG053,Flanges,50mm dia MS flange as per Table E of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG082,Flanges,65mm dia MS flange as per Table H of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG096,Flanges,65mm dia MS flange as per ANSI B16.5 CL150,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG075,Flanges,300mm dia MS flange as per Table F of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG086,Flanges,150mm dia MS flange as per Table H of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG058,Flanges,150mm dia MS flange as per Table E of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG088,Flanges,250mm dia MS flange as per Table H of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG061,Flanges,300mm dia MS flange as per Table E of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG064,Flanges,450mm dia MS flange as per Table E of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG084,Flanges,100mm dia MS flange as per Table H of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG090,Flanges,350mm dia MS flange as per Table H of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG095,Flanges,50mm dia MS flange as per ANSI B16.5 CL150,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG100,Flanges,150mm dia MS flange as per ANSI B16.5 CL150,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG107,Flanges,500mm dia MS flange as per ANSI B16.5 CL150,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG035,Flanges,"400mm dia MS flange as per IS 9523, PN 1.6",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG040,Flanges,65mm dia MS flange as per Table D of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG043,Flanges,125mm dia MS flange as per Table D of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG044,Flanges,150mm dia MS flange as per Table D of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG052,Flanges,600mm dia MS flange as per Table D of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG097,Flanges,80mm dia MS flange as per ANSI B16.5 CL150,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG042,Flanges,100mm dia MS flange as per Table D of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG003,Flanges,80mm dia MS flange as per IS 1538 & IS 14846,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG005,Flanges,125mm dia MS flange as per IS 1538 & IS 14846,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG007,Flanges,200mm dia MS flange as per IS 1538 & IS 14846,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG045,Flanges,200mm dia MS flange as per Table D of BS 10,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG010,Flanges,350mm dia MS flange as per IS 1538 & IS 14846,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG103,Flanges,300mm dia MS flange as per ANSI B16.5 CL150,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG011,Flanges,400mm dia MS flange as per IS 1538 & IS 14846,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG016,Flanges,"100mm dia MS flange as per IS 9523, PN 1.0",Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG014,Flanges,600mm dia MS flange as per IS 1538 & IS 14846,Alias,DESCRIPTION,BAGS,18,0
MG_FLNG001,ML_FLNG105,Flanges,400mm dia MS flange as per ANSI B16.5 CL150,Alias,DESCRIPTION,BAGS,18,0
MG_FO0027,ML_MGFO27_002,MS Screws,Mild steel screws 20 mm,Alias,DESCRIPTION,BAGS,18,0
MG_FO0027,ML_MGFO27_004,MS Screws,Mild steel screws 40 mm,Alias,DESCRIPTION,BAGS,18,0
MG_FO0027,ML_MGFO27_001,MS Screws,Mild steel screws 30 mm,Alias,DESCRIPTION,BAGS,18,0
MG_FO0027,ML_MGFO27_003,MS Screws,Mild steel screws 50 mm,Alias,DESCRIPTION,BAGS,18,0
MG_FO0035,ML_MGFO161_023,Aluminium (anodised) Butt hinges,"Aluminium  Butt hinges  , size : 75x45x3.2mm",Alias,DESCRIPTION,BAGS,18,0
MG_FO0035,ML_MGFO161_022,Aluminium (anodised) Butt hinges,"Aluminium  Butt hinges  , size : 75x63x3.2mm",Alias,DESCRIPTION,BAGS,18,0
MG_FO0035,ML_MGFO161_024,Aluminium (anodised) Butt hinges,"Anodised Aluminium butt hinges 100x75x4 mm ,",Alias,DESCRIPTION,BAGS,18,0
MG_FO0035,ML_MGFO161_021,Aluminium (anodised) Butt hinges,"Aluminium  Butt hinges  , size : 75x63x4mm",Alias,DESCRIPTION,BAGS,18,0
MG_FO0043,ML_MGFO38_001,Stainless steel Door Hinges,"Stainless steel  Butt hinges , size : 125x64x1.90mm",Alias,DESCRIPTION,BAGS,18,0
MG_FO0043,ML_MGFO38_003,Stainless steel Door Hinges,"Stainless steel  Butt hinges , size : 125x64x2.5mm",Alias,DESCRIPTION,BAGS,18,0
MG_FO0043,ML_MGFO38_004,Stainless steel Door Hinges,"Stainless steel  Butt hinges , size : 100x60x2.5mm",Alias,DESCRIPTION,BAGS,18,0
MG_FO0043,ML_MGFO38_002,Stainless steel Door Hinges,"Stainless steel  Butt hinges , size : 100x58x1.90mm",Alias,DESCRIPTION,BAGS,18,0
MG_FO0054,ML_MGFO54_001,finish (Aluminium section),Anodising 15 microns,Alias,DESCRIPTION,BAGS,18,0
MG_FO0054,ML_MGFO54_003,finish (Aluminium section),Powder coating 50 microns,Alias,DESCRIPTION,BAGS,18,0
MG_FO0054,ML_MGFO54_004,finish (Aluminium section),Polyester powder coating 50 microns,Alias,DESCRIPTION,BAGS,18,0
MG_FO0054,ML_MGFO54_002,finish (Aluminium section),Anodising 25 microns,Alias,DESCRIPTION,BAGS,18,0
